#insert.csv
#Raphael
#Harm
#12527184
group,number,problemType,left,right,bottom,top,numPointRQ,numPointNaive,durationInsert,PointAtInsertX,PointAtInsertY,durationRQNaive,durationRQ,durationRQNaive10,durationRQ10,durationRQNaive100,durationRQ100,numPoints
KDTree_27.txt,27,insert,0,0,0,0,0,0,412600,458057,416908,0,0,0,0,0,0,2080
KDTree_28.txt,28,insert,0,0,0,0,0,0,306400,962488,474530,0,0,0,0,0,0,2160
KDTree_29.txt,29,insert,0,0,0,0,0,0,290700,851467,751305,0,0,0,0,0,0,2240
KDTree_30.txt,30,insert,0,0,0,0,0,0,384900,131250,353093,0,0,0,0,0,0,2320
KDTree_31.txt,31,insert,0,0,0,0,0,0,402000,28495,983986,0,0,0,0,0,0,2400
KDTree_32.txt,32,insert,0,0,0,0,0,0,325700,672219,788434,0,0,0,0,0,0,2480
KDTree_33.txt,33,insert,0,0,0,0,0,0,482400,124739,988639,0,0,0,0,0,0,2560
KDTree_34.txt,34,insert,0,0,0,0,0,0,368700,757018,583611,0,0,0,0,0,0,2640
KDTree_35.txt,35,insert,0,0,0,0,0,0,486600,633916,307087,0,0,0,0,0,0,2720
KDTree_36.txt,36,insert,0,0,0,0,0,0,480400,255102,147762,0,0,0,0,0,0,2800
KDTree_37.txt,37,insert,0,0,0,0,0,0,787100,41197,669434,0,0,0,0,0,0,2880
KDTree_38.txt,38,insert,0,0,0,0,0,0,476600,877400,845283,0,0,0,0,0,0,2960
KDTree_39.txt,39,insert,0,0,0,0,0,0,415300,959022,399392,0,0,0,0,0,0,3040
KDTree_40.txt,40,insert,0,0,0,0,0,0,624300,974055,283363,0,0,0,0,0,0,3120
KDTree_41.txt,41,insert,0,0,0,0,0,0,2876800,253524,696681,0,0,0,0,0,0,3200
KDTree_42.txt,42,insert,0,0,0,0,0,0,478900,107616,195265,0,0,0,0,0,0,3280
KDTree_43.txt,43,insert,0,0,0,0,0,0,461600,50563,411939,0,0,0,0,0,0,3360
KDTree_44.txt,44,insert,0,0,0,0,0,0,494500,38667,198622,0,0,0,0,0,0,3440
KDTree_45.txt,45,insert,0,0,0,0,0,0,542300,505988,983769,0,0,0,0,0,0,3520
KDTree_46.txt,46,insert,0,0,0,0,0,0,505300,619779,749027,0,0,0,0,0,0,3600
KDTree_47.txt,47,insert,0,0,0,0,0,0,419800,906472,959336,0,0,0,0,0,0,3680
KDTree_48.txt,48,insert,0,0,0,0,0,0,422500,434795,227005,0,0,0,0,0,0,3760
KDTree_49.txt,49,insert,0,0,0,0,0,0,459600,33910,972213,0,0,0,0,0,0,3840
KDTree_50.txt,50,insert,0,0,0,0,0,0,534100,841735,153983,0,0,0,0,0,0,3920
KDTree_51.txt,51,insert,0,0,0,0,0,0,404400,988455,828717,0,0,0,0,0,0,4000
KDTree_52.txt,52,insert,0,0,0,0,0,0,417600,906211,771300,0,0,0,0,0,0,4080
KDTree_53.txt,53,insert,0,0,0,0,0,0,437900,241262,355742,0,0,0,0,0,0,4160
KDTree_54.txt,54,insert,0,0,0,0,0,0,487100,800144,591907,0,0,0,0,0,0,4240
KDTree_55.txt,55,insert,0,0,0,0,0,0,558300,286318,156423,0,0,0,0,0,0,4320
KDTree_56.txt,56,insert,0,0,0,0,0,0,457500,688586,737592,0,0,0,0,0,0,4400
KDTree_57.txt,57,insert,0,0,0,0,0,0,509800,960577,57097,0,0,0,0,0,0,4480
KDTree_58.txt,58,insert,0,0,0,0,0,0,782400,962772,157261,0,0,0,0,0,0,4560
KDTree_59.txt,59,insert,0,0,0,0,0,0,761500,248453,508985,0,0,0,0,0,0,4640
KDTree_60.txt,60,insert,0,0,0,0,0,0,505300,269468,737675,0,0,0,0,0,0,4720
KDTree_61.txt,61,insert,0,0,0,0,0,0,665100,704388,636938,0,0,0,0,0,0,4800
KDTree_62.txt,62,insert,0,0,0,0,0,0,659400,982300,728901,0,0,0,0,0,0,4880
KDTree_63.txt,63,insert,0,0,0,0,0,0,737900,912693,9368,0,0,0,0,0,0,4960
KDTree_64.txt,64,insert,0,0,0,0,0,0,586600,414633,581970,0,0,0,0,0,0,5040
KDTree_65.txt,65,insert,0,0,0,0,0,0,589400,691304,784655,0,0,0,0,0,0,5120
KDTree_66.txt,66,insert,0,0,0,0,0,0,815400,482445,46074,0,0,0,0,0,0,5200
KDTree_67.txt,67,insert,0,0,0,0,0,0,880100,988687,998134,0,0,0,0,0,0,5280
KDTree_68.txt,68,insert,0,0,0,0,0,0,544900,445264,110846,0,0,0,0,0,0,5360
KDTree_69.txt,69,insert,0,0,0,0,0,0,521000,93654,481206,0,0,0,0,0,0,5440
KDTree_70.txt,70,insert,0,0,0,0,0,0,471600,977475,65877,0,0,0,0,0,0,5520
KDTree_71.txt,71,insert,0,0,0,0,0,0,499800,744804,736988,0,0,0,0,0,0,5600
KDTree_72.txt,72,insert,0,0,0,0,0,0,510300,785395,791955,0,0,0,0,0,0,5680
KDTree_73.txt,73,insert,0,0,0,0,0,0,505400,915775,995758,0,0,0,0,0,0,5760
KDTree_74.txt,74,insert,0,0,0,0,0,0,673800,485335,683441,0,0,0,0,0,0,5840
KDTree_75.txt,75,insert,0,0,0,0,0,0,582100,557014,389928,0,0,0,0,0,0,5920
KDTree_76.txt,76,insert,0,0,0,0,0,0,549500,950255,990461,0,0,0,0,0,0,6000
KDTree_77.txt,77,insert,0,0,0,0,0,0,873400,686730,528190,0,0,0,0,0,0,6080
KDTree_78.txt,78,insert,0,0,0,0,0,0,725600,63284,59131,0,0,0,0,0,0,6160
KDTree_79.txt,79,insert,0,0,0,0,0,0,613800,816256,556867,0,0,0,0,0,0,6240
KDTree_80.txt,80,insert,0,0,0,0,0,0,575200,212551,316454,0,0,0,0,0,0,6320
KDTree_81.txt,81,insert,0,0,0,0,0,0,856300,702219,860103,0,0,0,0,0,0,6400
KDTree_82.txt,82,insert,0,0,0,0,0,0,951700,959293,404792,0,0,0,0,0,0,6480
KDTree_83.txt,83,insert,0,0,0,0,0,0,1049700,255683,70318,0,0,0,0,0,0,6560
KDTree_84.txt,84,insert,0,0,0,0,0,0,808200,560626,55861,0,0,0,0,0,0,6640
KDTree_85.txt,85,insert,0,0,0,0,0,0,729800,507336,60626,0,0,0,0,0,0,6720
KDTree_86.txt,86,insert,0,0,0,0,0,0,826600,291986,906473,0,0,0,0,0,0,6800
KDTree_87.txt,87,insert,0,0,0,0,0,0,791300,122923,859028,0,0,0,0,0,0,6880
KDTree_88.txt,88,insert,0,0,0,0,0,0,1278600,582257,578465,0,0,0,0,0,0,6960
KDTree_89.txt,89,insert,0,0,0,0,0,0,720800,825281,956163,0,0,0,0,0,0,7040
KDTree_90.txt,90,insert,0,0,0,0,0,0,893100,744357,992323,0,0,0,0,0,0,7120
KDTree_91.txt,91,insert,0,0,0,0,0,0,826500,787870,12222,0,0,0,0,0,0,7200
KDTree_92.txt,92,insert,0,0,0,0,0,0,768800,965194,523431,0,0,0,0,0,0,7280
KDTree_93.txt,93,insert,0,0,0,0,0,0,946200,30358,520171,0,0,0,0,0,0,7360
KDTree_94.txt,94,insert,0,0,0,0,0,0,679300,416,187066,0,0,0,0,0,0,7440
KDTree_95.txt,95,insert,0,0,0,0,0,0,778200,118683,812705,0,0,0,0,0,0,7520
KDTree_96.txt,96,insert,0,0,0,0,0,0,747300,147519,422774,0,0,0,0,0,0,7600
KDTree_97.txt,97,insert,0,0,0,0,0,0,727600,1270,249753,0,0,0,0,0,0,7680
KDTree_98.txt,98,insert,0,0,0,0,0,0,946500,959531,518990,0,0,0,0,0,0,7760
KDTree_99.txt,99,insert,0,0,0,0,0,0,768100,158785,569894,0,0,0,0,0,0,7840
KDTree_100.txt,100,insert,0,0,0,0,0,0,777400,184853,908953,0,0,0,0,0,0,7920
KDTree_101.txt,101,insert,0,0,0,0,0,0,977200,124777,793984,0,0,0,0,0,0,8000
KDTree_102.txt,102,insert,0,0,0,0,0,0,824000,67727,944253,0,0,0,0,0,0,8080
KDTree_103.txt,103,insert,0,0,0,0,0,0,1041000,18520,993195,0,0,0,0,0,0,8160
KDTree_104.txt,104,insert,0,0,0,0,0,0,838700,344945,680128,0,0,0,0,0,0,8240
KDTree_105.txt,105,insert,0,0,0,0,0,0,1140800,662682,785229,0,0,0,0,0,0,8320
KDTree_106.txt,106,insert,0,0,0,0,0,0,917300,937478,367868,0,0,0,0,0,0,8400
KDTree_107.txt,107,insert,0,0,0,0,0,0,896700,131650,934507,0,0,0,0,0,0,8480
KDTree_108.txt,108,insert,0,0,0,0,0,0,840100,882211,484747,0,0,0,0,0,0,8560
KDTree_109.txt,109,insert,0,0,0,0,0,0,1078100,392803,2135,0,0,0,0,0,0,8640
KDTree_110.txt,110,insert,0,0,0,0,0,0,901600,497496,562899,0,0,0,0,0,0,8720
KDTree_111.txt,111,insert,0,0,0,0,0,0,896700,137564,125689,0,0,0,0,0,0,8800
KDTree_112.txt,112,insert,0,0,0,0,0,0,921100,141646,959524,0,0,0,0,0,0,8880
KDTree_113.txt,113,insert,0,0,0,0,0,0,933100,720377,996251,0,0,0,0,0,0,8960
KDTree_114.txt,114,insert,0,0,0,0,0,0,976600,836931,920466,0,0,0,0,0,0,9040
KDTree_115.txt,115,insert,0,0,0,0,0,0,1313500,317693,19024,0,0,0,0,0,0,9120
KDTree_116.txt,116,insert,0,0,0,0,0,0,935800,183154,220794,0,0,0,0,0,0,9200
KDTree_117.txt,117,insert,0,0,0,0,0,0,1073100,88523,793155,0,0,0,0,0,0,9280
KDTree_118.txt,118,insert,0,0,0,0,0,0,1230900,618213,699666,0,0,0,0,0,0,9360
KDTree_119.txt,119,insert,0,0,0,0,0,0,1258100,34027,624171,0,0,0,0,0,0,9440
KDTree_120.txt,120,insert,0,0,0,0,0,0,1160000,99807,57660,0,0,0,0,0,0,9520
KDTree_121.txt,121,insert,0,0,0,0,0,0,982800,651598,668656,0,0,0,0,0,0,9600
KDTree_122.txt,122,insert,0,0,0,0,0,0,1041500,371603,281155,0,0,0,0,0,0,9680
KDTree_123.txt,123,insert,0,0,0,0,0,0,1148300,946550,831605,0,0,0,0,0,0,9760
KDTree_124.txt,124,insert,0,0,0,0,0,0,1045400,235650,20726,0,0,0,0,0,0,9840
KDTree_125.txt,125,insert,0,0,0,0,0,0,1232600,360526,574905,0,0,0,0,0,0,9920
KDTree_126.txt,126,insert,0,0,0,0,0,0,1045600,249263,260784,0,0,0,0,0,0,10000
KDTree_127.txt,127,insert,0,0,0,0,0,0,1059000,358826,788877,0,0,0,0,0,0,10080
KDTree_128.txt,128,insert,0,0,0,0,0,0,1354000,295509,541259,0,0,0,0,0,0,10160
KDTree_129.txt,129,insert,0,0,0,0,0,0,1194900,558006,850173,0,0,0,0,0,0,10240
KDTree_130.txt,130,insert,0,0,0,0,0,0,1060600,606268,986441,0,0,0,0,0,0,10320
KDTree_131.txt,131,insert,0,0,0,0,0,0,1305400,307441,945742,0,0,0,0,0,0,10400
KDTree_132.txt,132,insert,0,0,0,0,0,0,1201300,139527,213962,0,0,0,0,0,0,10480
KDTree_133.txt,133,insert,0,0,0,0,0,0,1219500,981197,883462,0,0,0,0,0,0,10560
KDTree_134.txt,134,insert,0,0,0,0,0,0,1141000,996386,436680,0,0,0,0,0,0,10640
KDTree_135.txt,135,insert,0,0,0,0,0,0,1110500,509378,960731,0,0,0,0,0,0,10720
KDTree_136.txt,136,insert,0,0,0,0,0,0,1207600,572712,351180,0,0,0,0,0,0,10800
KDTree_137.txt,137,insert,0,0,0,0,0,0,1263800,790619,730556,0,0,0,0,0,0,10880
KDTree_138.txt,138,insert,0,0,0,0,0,0,1590200,268228,827955,0,0,0,0,0,0,10960
KDTree_139.txt,139,insert,0,0,0,0,0,0,1310900,925639,986291,0,0,0,0,0,0,11040
KDTree_140.txt,140,insert,0,0,0,0,0,0,1335300,164564,710536,0,0,0,0,0,0,11120
KDTree_141.txt,141,insert,0,0,0,0,0,0,1467300,50126,537222,0,0,0,0,0,0,11200
KDTree_142.txt,142,insert,0,0,0,0,0,0,1409600,557785,887540,0,0,0,0,0,0,11280
KDTree_143.txt,143,insert,0,0,0,0,0,0,1462400,610695,557265,0,0,0,0,0,0,11360
KDTree_144.txt,144,insert,0,0,0,0,0,0,1442500,138018,818945,0,0,0,0,0,0,11440
KDTree_145.txt,145,insert,0,0,0,0,0,0,2040000,972171,762691,0,0,0,0,0,0,11520
KDTree_146.txt,146,insert,0,0,0,0,0,0,1904800,90711,942251,0,0,0,0,0,0,11600
KDTree_147.txt,147,insert,0,0,0,0,0,0,1531000,956594,861793,0,0,0,0,0,0,11680
KDTree_148.txt,148,insert,0,0,0,0,0,0,1476400,400598,208914,0,0,0,0,0,0,11760
KDTree_149.txt,149,insert,0,0,0,0,0,0,1612700,791880,202,0,0,0,0,0,0,11840
KDTree_150.txt,150,insert,0,0,0,0,0,0,1572000,85077,929527,0,0,0,0,0,0,11920
KDTree_151.txt,151,insert,0,0,0,0,0,0,1606500,734606,488264,0,0,0,0,0,0,12000
KDTree_152.txt,152,insert,0,0,0,0,0,0,1761500,336368,836762,0,0,0,0,0,0,12080
KDTree_153.txt,153,insert,0,0,0,0,0,0,1561400,325597,249412,0,0,0,0,0,0,12160
KDTree_154.txt,154,insert,0,0,0,0,0,0,1531600,566148,56659,0,0,0,0,0,0,12240
KDTree_155.txt,155,insert,0,0,0,0,0,0,1495600,102009,80178,0,0,0,0,0,0,12320
KDTree_156.txt,156,insert,0,0,0,0,0,0,1745200,420232,986490,0,0,0,0,0,0,12400
KDTree_157.txt,157,insert,0,0,0,0,0,0,2429400,220232,106038,0,0,0,0,0,0,12480
KDTree_158.txt,158,insert,0,0,0,0,0,0,1562000,348448,347347,0,0,0,0,0,0,12560
KDTree_159.txt,159,insert,0,0,0,0,0,0,1540400,1700,546066,0,0,0,0,0,0,12640
KDTree_160.txt,160,insert,0,0,0,0,0,0,2193100,218300,708959,0,0,0,0,0,0,12720
KDTree_161.txt,161,insert,0,0,0,0,0,0,2055700,280094,669761,0,0,0,0,0,0,12800
KDTree_162.txt,162,insert,0,0,0,0,0,0,1653500,336481,382425,0,0,0,0,0,0,12880
KDTree_163.txt,163,insert,0,0,0,0,0,0,1646800,387654,406341,0,0,0,0,0,0,12960
KDTree_164.txt,164,insert,0,0,0,0,0,0,1898800,879299,316554,0,0,0,0,0,0,13040
KDTree_165.txt,165,insert,0,0,0,0,0,0,1640800,228119,429449,0,0,0,0,0,0,13120
KDTree_166.txt,166,insert,0,0,0,0,0,0,1725000,201096,769610,0,0,0,0,0,0,13200
KDTree_167.txt,167,insert,0,0,0,0,0,0,1714000,990453,76108,0,0,0,0,0,0,13280
KDTree_168.txt,168,insert,0,0,0,0,0,0,1677300,265028,37116,0,0,0,0,0,0,13360
KDTree_169.txt,169,insert,0,0,0,0,0,0,1773600,950186,575603,0,0,0,0,0,0,13440
KDTree_170.txt,170,insert,0,0,0,0,0,0,1824200,976622,890335,0,0,0,0,0,0,13520
KDTree_171.txt,171,insert,0,0,0,0,0,0,2107300,807930,920129,0,0,0,0,0,0,13600
KDTree_172.txt,172,insert,0,0,0,0,0,0,2237000,613111,691744,0,0,0,0,0,0,13680
KDTree_173.txt,173,insert,0,0,0,0,0,0,1658300,984929,521314,0,0,0,0,0,0,13760
KDTree_174.txt,174,insert,0,0,0,0,0,0,2009600,838092,31428,0,0,0,0,0,0,13840
KDTree_175.txt,175,insert,0,0,0,0,0,0,1581100,556032,114420,0,0,0,0,0,0,13920
KDTree_176.txt,176,insert,0,0,0,0,0,0,1573800,442532,956120,0,0,0,0,0,0,14000
KDTree_177.txt,177,insert,0,0,0,0,0,0,1752900,610187,939958,0,0,0,0,0,0,14080
KDTree_178.txt,178,insert,0,0,0,0,0,0,1965900,501847,246764,0,0,0,0,0,0,14160
KDTree_179.txt,179,insert,0,0,0,0,0,0,1702200,306950,726000,0,0,0,0,0,0,14240
KDTree_180.txt,180,insert,0,0,0,0,0,0,1609000,376958,690449,0,0,0,0,0,0,14320
KDTree_181.txt,181,insert,0,0,0,0,0,0,1661700,656258,811629,0,0,0,0,0,0,14400
KDTree_182.txt,182,insert,0,0,0,0,0,0,1621000,580456,867548,0,0,0,0,0,0,14480
KDTree_183.txt,183,insert,0,0,0,0,0,0,1641200,133457,744018,0,0,0,0,0,0,14560
KDTree_184.txt,184,insert,0,0,0,0,0,0,1639000,6513,441923,0,0,0,0,0,0,14640
KDTree_185.txt,185,insert,0,0,0,0,0,0,1637300,702590,738267,0,0,0,0,0,0,14720
KDTree_186.txt,186,insert,0,0,0,0,0,0,1653000,60594,8330,0,0,0,0,0,0,14800
KDTree_187.txt,187,insert,0,0,0,0,0,0,2027000,651504,341097,0,0,0,0,0,0,14880
KDTree_188.txt,188,insert,0,0,0,0,0,0,1660400,707725,471693,0,0,0,0,0,0,14960
KDTree_189.txt,189,insert,0,0,0,0,0,0,1712000,369545,722506,0,0,0,0,0,0,15040
KDTree_190.txt,190,insert,0,0,0,0,0,0,1696800,339387,7909,0,0,0,0,0,0,15120
KDTree_191.txt,191,insert,0,0,0,0,0,0,1755200,715266,825978,0,0,0,0,0,0,15200
KDTree_192.txt,192,insert,0,0,0,0,0,0,1741500,368730,902983,0,0,0,0,0,0,15280
KDTree_193.txt,193,insert,0,0,0,0,0,0,1839800,756400,603004,0,0,0,0,0,0,15360
KDTree_194.txt,194,insert,0,0,0,0,0,0,1747500,921674,220588,0,0,0,0,0,0,15440
KDTree_195.txt,195,insert,0,0,0,0,0,0,1814600,612455,129654,0,0,0,0,0,0,15520
KDTree_196.txt,196,insert,0,0,0,0,0,0,1748400,593253,130601,0,0,0,0,0,0,15600
KDTree_197.txt,197,insert,0,0,0,0,0,0,1780000,624273,356494,0,0,0,0,0,0,15680
KDTree_198.txt,198,insert,0,0,0,0,0,0,1901700,17227,490830,0,0,0,0,0,0,15760
KDTree_199.txt,199,insert,0,0,0,0,0,0,1846700,3756,718814,0,0,0,0,0,0,15840
KDTree_200.txt,200,insert,0,0,0,0,0,0,2322200,173713,792332,0,0,0,0,0,0,15920
KDTree_201.txt,201,insert,0,0,0,0,0,0,2298700,572269,924812,0,0,0,0,0,0,16000
KDTree_202.txt,202,insert,0,0,0,0,0,0,1956700,910969,427502,0,0,0,0,0,0,16080
KDTree_203.txt,203,insert,0,0,0,0,0,0,1990300,875638,649112,0,0,0,0,0,0,16160
KDTree_204.txt,204,insert,0,0,0,0,0,0,1918200,103629,989795,0,0,0,0,0,0,16240
KDTree_205.txt,205,insert,0,0,0,0,0,0,1963100,295115,915178,0,0,0,0,0,0,16320
KDTree_206.txt,206,insert,0,0,0,0,0,0,1941000,983866,693607,0,0,0,0,0,0,16400
KDTree_207.txt,207,insert,0,0,0,0,0,0,2200100,866476,219041,0,0,0,0,0,0,16480
KDTree_208.txt,208,insert,0,0,0,0,0,0,1986400,255688,987572,0,0,0,0,0,0,16560
KDTree_209.txt,209,insert,0,0,0,0,0,0,2110000,934872,993905,0,0,0,0,0,0,16640
KDTree_210.txt,210,insert,0,0,0,0,0,0,1948300,991109,345406,0,0,0,0,0,0,16720
KDTree_211.txt,211,insert,0,0,0,0,0,0,2763500,118420,106254,0,0,0,0,0,0,16800
KDTree_212.txt,212,insert,0,0,0,0,0,0,2017300,127881,836018,0,0,0,0,0,0,16880
KDTree_213.txt,213,insert,0,0,0,0,0,0,2373600,803595,6188,0,0,0,0,0,0,16960
KDTree_214.txt,214,insert,0,0,0,0,0,0,2646600,948758,981427,0,0,0,0,0,0,17040
KDTree_215.txt,215,insert,0,0,0,0,0,0,2280200,65530,981123,0,0,0,0,0,0,17120
KDTree_216.txt,216,insert,0,0,0,0,0,0,2032900,469354,998667,0,0,0,0,0,0,17200
KDTree_217.txt,217,insert,0,0,0,0,0,0,1999200,586021,213900,0,0,0,0,0,0,17280
KDTree_218.txt,218,insert,0,0,0,0,0,0,2190100,857052,170205,0,0,0,0,0,0,17360
KDTree_219.txt,219,insert,0,0,0,0,0,0,2103100,771050,725847,0,0,0,0,0,0,17440
KDTree_220.txt,220,insert,0,0,0,0,0,0,2135600,936505,135359,0,0,0,0,0,0,17520
KDTree_221.txt,221,insert,0,0,0,0,0,0,2144700,916595,282095,0,0,0,0,0,0,17600
KDTree_222.txt,222,insert,0,0,0,0,0,0,2063600,147060,560668,0,0,0,0,0,0,17680
KDTree_223.txt,223,insert,0,0,0,0,0,0,2025900,989314,443357,0,0,0,0,0,0,17760
KDTree_224.txt,224,insert,0,0,0,0,0,0,2501200,135684,696027,0,0,0,0,0,0,17840
KDTree_225.txt,225,insert,0,0,0,0,0,0,2130800,59872,230187,0,0,0,0,0,0,17920
KDTree_226.txt,226,insert,0,0,0,0,0,0,2137100,958287,104301,0,0,0,0,0,0,18000
KDTree_227.txt,227,insert,0,0,0,0,0,0,2235100,642772,287743,0,0,0,0,0,0,18080
KDTree_228.txt,228,insert,0,0,0,0,0,0,2148200,886232,937749,0,0,0,0,0,0,18160
KDTree_229.txt,229,insert,0,0,0,0,0,0,2667500,998521,563996,0,0,0,0,0,0,18240
KDTree_230.txt,230,insert,0,0,0,0,0,0,2238200,329408,159773,0,0,0,0,0,0,18320
KDTree_231.txt,231,insert,0,0,0,0,0,0,2659600,867844,877590,0,0,0,0,0,0,18400
KDTree_232.txt,232,insert,0,0,0,0,0,0,2523400,901070,271866,0,0,0,0,0,0,18480
KDTree_233.txt,233,insert,0,0,0,0,0,0,2307500,207189,129697,0,0,0,0,0,0,18560
KDTree_234.txt,234,insert,0,0,0,0,0,0,2297400,114278,241496,0,0,0,0,0,0,18640
KDTree_235.txt,235,insert,0,0,0,0,0,0,2839000,395065,525526,0,0,0,0,0,0,18720
KDTree_236.txt,236,insert,0,0,0,0,0,0,2724500,991730,4373,0,0,0,0,0,0,18800
KDTree_237.txt,237,insert,0,0,0,0,0,0,2396600,685895,839586,0,0,0,0,0,0,18880
KDTree_238.txt,238,insert,0,0,0,0,0,0,2721200,177435,569199,0,0,0,0,0,0,18960
KDTree_239.txt,239,insert,0,0,0,0,0,0,3161300,578279,771508,0,0,0,0,0,0,19040
KDTree_240.txt,240,insert,0,0,0,0,0,0,3929300,85488,707471,0,0,0,0,0,0,19120
KDTree_241.txt,241,insert,0,0,0,0,0,0,2321700,14913,71518,0,0,0,0,0,0,19200
KDTree_242.txt,242,insert,0,0,0,0,0,0,2967000,264156,75698,0,0,0,0,0,0,19280
KDTree_243.txt,243,insert,0,0,0,0,0,0,2729700,283146,959328,0,0,0,0,0,0,19360
KDTree_244.txt,244,insert,0,0,0,0,0,0,2379400,808382,467362,0,0,0,0,0,0,19440
KDTree_245.txt,245,insert,0,0,0,0,0,0,2641700,401468,891832,0,0,0,0,0,0,19520
KDTree_246.txt,246,insert,0,0,0,0,0,0,2837500,15602,68494,0,0,0,0,0,0,19600
KDTree_247.txt,247,insert,0,0,0,0,0,0,2755600,984332,569692,0,0,0,0,0,0,19680
KDTree_248.txt,248,insert,0,0,0,0,0,0,3177600,148408,161759,0,0,0,0,0,0,19760
KDTree_249.txt,249,insert,0,0,0,0,0,0,4228800,378890,477151,0,0,0,0,0,0,19840
KDTree_250.txt,250,insert,0,0,0,0,0,0,2913500,555971,512129,0,0,0,0,0,0,19920
